feature,F train,p-value train,F test,p-value test,cancer_type,classes,pos_class
frac_quantile_cnv_del__193731_243571,1.0600968277753398,0.30937894788566234,0.004431824405221069,0.9477472466092849,lung,RES vs NONRES,RES
frac_quantile_cnv_del__243571_312262,0.012401419569163866,0.9118864938073189,0.1656910013867992,0.6893637119546492,lung,RES vs NONRES,RES
frac_quantile_cnv_del__312262_394657,0.007720452412569683,0.9304215229899548,1.478740739715793,0.2416086511556405,lung,RES vs NONRES,RES
frac_quantile_cnv_del__394657_493237,0.442204271219278,0.5098765620567216,0.06710242703779006,0.7989065212562826,lung,RES vs NONRES,RES
frac_quantile_cnv_del__493237_624229,0.008460829411871948,0.9271708653251297,0.1378394400896882,0.7153087068011483,lung,RES vs NONRES,RES
frac_quantile_cnv_del__624229_784955,0.2750689500657752,0.6028461721054047,0.08628892703841187,0.7727253776101219,lung,RES vs NONRES,RES
frac_quantile_cnv_del__784955_1038487,0.75567235607531,0.389872702195751,0.61105641609562,0.44580443387198954,lung,RES vs NONRES,RES
frac_quantile_cnv_del__1038487_1358998,1.166751189357861,0.28653979811512226,1.1737229601055392,0.294694401385215,lung,RES vs NONRES,RES
frac_quantile_cnv_del__1358998_1713926,2.8821868265475694,0.09733258767411426,0.08861641307750634,0.769774050479445,lung,RES vs NONRES,RES
frac_quantile_cnv_del__1713926_2104452,0.17308713527502728,0.6796064036467844,0.32442834298511114,0.5768686996988932,lung,RES vs NONRES,RES
frac_quantile_cnv_del__2104452_2607396,1.1724040063526582,0.2853920131792363,0.44229324281086446,0.5154902439142783,lung,RES vs NONRES,RES
frac_quantile_cnv_del__2607396_3304558,0.7003934125957578,0.40762382699893507,0.33296222187956864,0.5719503180990011,lung,RES vs NONRES,RES
frac_quantile_cnv_del__3304558_4095408,0.003705623144314727,0.9517628346805579,0.42618356747243474,0.5231378474014797,lung,RES vs NONRES,RES
frac_quantile_cnv_del__4095408_5169328,4.521394513103613,0.03969469157813904,1.7666804475858715e-05,0.996698310335812,lung,RES vs NONRES,RES
frac_quantile_cnv_del__5169328_6366574,0.2509281582357898,0.619167783228303,0.00018819856204736496,0.9892241314593213,lung,RES vs NONRES,RES
frac_quantile_cnv_del__6366574_7847031,0.09500146507882805,0.7595120353277601,1.3147844995494964,0.26838927740376156,lung,RES vs NONRES,RES
frac_quantile_cnv_del__7847031_9636012,0.46220986910092765,0.5005089309185965,0.5707054304782022,0.4609560810949507,lung,RES vs NONRES,RES
frac_quantile_cnv_del__9636012_11770690,0.26396137620734605,0.6102382255946621,1.5760083252378077,0.2273622591037002,lung,RES vs NONRES,RES
frac_quantile_cnv_del__11770690_15073994,0.9054867372946129,0.34702955752594533,4.118347314263372,0.05939507991755932,lung,RES vs NONRES,RES
frac_quantile_cnv_del__15073994_18920219,0.41453497773326275,0.5233514041108935,0.1674837871948192,0.6877839139387216,lung,RES vs NONRES,RES
frac_quantile_cnv_del__18920219_22978026,0.074144572228696,0.7867958917970657,0.9253867676157328,0.35037845299807663,lung,RES vs NONRES,RES
frac_quantile_cnv_del__22978026_28101194,1.101301122897386,0.3002801819542888,0.027973199935666684,0.8692674458020178,lung,RES vs NONRES,RES
frac_quantile_cnv_del__28101194_33751970,1.6735060838133935,0.20321011920154694,0.3664388977860254,0.553441867044339,lung,RES vs NONRES,RES
frac_quantile_cnv_del__33751970_41766961,0.23597222104052637,0.6297809129403472,0.04514798387602167,0.8344155237205966,lung,RES vs NONRES,RES
frac_quantile_cnv_del__41766961_55184580,0.809184116327508,0.3737452710574476,0.007367638405824028,0.9326625734227092,lung,RES vs NONRES,RES
frac_quantile_cnv_del__55184580_80573727,0.34892936690562,0.5580428883237265,0.05879672306777539,0.811488850451872,lung,RES vs NONRES,RES
frac_quantile_cnv_del__80573727_inf,0.5740966032077495,0.4530764426980365,2.3326907005783477,0.1462083481900339,lung,RES vs NONRES,RES
quantile_cnv_dip__0_inf,1.9437959466396606,0.17095356958870106,0.05068094912828618,0.8247326899890283,lung,RES vs NONRES,RES
total_quantile_cnv_dip_,1.9437959466396606,0.17095356958870106,0.05068094912828618,0.8247326899890283,lung,RES vs NONRES,RES
frac_quantile_cnv_dip__0_inf,,,,,lung,RES vs NONRES,RES
quantile_cnv_dup__0_739885,1.1229497227549916,0.2956413743660384,0.7240610020846856,0.40736988089101533,lung,RES vs NONRES,RES
quantile_cnv_dup__739885_inf,1.5788075936903387,0.21622123851926964,0.4165566537338738,0.5278080263076572,lung,RES vs NONRES,RES
total_quantile_cnv_dup_,1.4768368087783232,0.23139460179807286,0.5858819526704374,0.4551594959558628,lung,RES vs NONRES,RES
frac_quantile_cnv_dup__0_739885,0.8520257779129309,0.3615145895362124,2.4209297553015476,0.1392805414084339,lung,RES vs NONRES,RES
frac_quantile_cnv_dup__739885_inf,0.006126674505184946,0.9380010879609567,0.2967278438465171,0.5934529829820251,lung,RES vs NONRES,RES
quantile_sv_inv__0_inf,3.0606853022980234,0.08787742419190514,0.21746625076878268,0.6472633734353243,lung,RES vs NONRES,RES
total_quantile_sv_inv_,3.0606853022980234,0.08787742419190514,0.21746625076878268,0.6472633734353243,lung,RES vs NONRES,RES
frac_quantile_sv_inv__0_inf,0.48119773671827787,0.4918892222128126,1.9379379379379333,0.18294142203844563,lung,RES vs NONRES,RES
quantile_sv_del__0_inf,1.8611544472419148,0.1801187188924935,0.6203458921998689,0.44243116599884724,lung,RES vs NONRES,RES
total_quantile_sv_del_,1.8611544472419148,0.1801187188924935,0.6203458921998689,0.44243116599884724,lung,RES vs NONRES,RES
frac_quantile_sv_del__0_inf,0.48119773671827787,0.4918892222128126,1.9379379379379333,0.18294142203844563,lung,RES vs NONRES,RES
quantile_sv_dup__0_7677,0.5133150821304102,0.4778697680900301,0.11057177169403062,0.7438109226924249,lung,RES vs NONRES,RES
quantile_sv_dup__7677_25676,0.43103010538474235,0.5152434052966304,2.407737703768011,0.14029034713000668,lung,RES vs NONRES,RES
quantile_sv_dup__25676_66893,0.7706336252101629,0.3852636868094155,0.216616426040509,0.6479022957272061,lung,RES vs NONRES,RES
quantile_sv_dup__66893_172404,3.723204357300133,0.06077560685150396,0.06075614990919555,0.8084392564997143,lung,RES vs NONRES,RES
quantile_sv_dup__172404_420840,1.8806420410638929,0.17790581644346282,0.600078535562406,0.4498449421585604,lung,RES vs NONRES,RES
quantile_sv_dup__420840_1905526,3.2433373471253044,0.07925727911413542,0.8653956711571037,0.3660573199978607,lung,RES vs NONRES,RES
quantile_sv_dup__1905526_12632684,0.8441937000470128,0.36370766533730203,1.355445988346032,0.2613952593604897,lung,RES vs NONRES,RES
quantile_sv_dup__12632684_inf,1.0120983483526071,0.3204479639975261,0.1932367149758454,0.6661158054498989,lung,RES vs NONRES,RES
total_quantile_sv_dup_,1.770210783461098,0.19089172969462428,0.016031949867866893,0.9008208022205257,lung,RES vs NONRES,RES
frac_quantile_sv_dup__0_7677,9.181429959545817,0.004271638522763557,0.27619727702402147,0.6064120558614619,lung,RES vs NONRES,RES
frac_quantile_sv_dup__7677_25676,0.5950862738992089,0.44499241869006523,0.6751401989330326,0.4233406447874396,lung,RES vs NONRES,RES
frac_quantile_sv_dup__25676_66893,0.3479321641302363,0.5586035552057591,0.5394626613071517,0.47328333528011,lung,RES vs NONRES,RES
frac_quantile_sv_dup__66893_172404,4.617558525610412,0.03775248359710013,0.859895667978599,0.36754574733001366,lung,RES vs NONRES,RES
frac_quantile_sv_dup__172404_420840,1.9967318738173134,0.16537343905992838,0.0003447546565258448,0.9854156470814368,lung,RES vs NONRES,RES
frac_quantile_sv_dup__420840_1905526,0.15314181934501372,0.697627734667764,2.0172202851546275,0.17471671968427052,lung,RES vs NONRES,RES
frac_quantile_sv_dup__1905526_12632684,0.541963260988073,0.4659158352834851,3.3089639056185574,0.08766797174389518,lung,RES vs NONRES,RES
frac_quantile_sv_dup__12632684_inf,0.22121784401567482,0.6406680826175346,1.3205909173894217,0.26737539642388986,lung,RES vs NONRES,RES
clustering_cnv_del__0_621158,5.022399759330652,0.030639578887595963,0.01128289805066518,0.9167274066966971,lung,RES vs NONRES,RES
clustering_cnv_del__621158_6932368,1.6415309414345869,0.20749372746919312,0.12282887613284067,0.7305578609862597,lung,RES vs NONRES,RES
clustering_cnv_del__6932368_43905417,0.22649944891838336,0.6367208094361162,0.5306386966425949,0.47686572820376216,lung,RES vs NONRES,RES
clustering_cnv_del__43905417_inf,0.047993109499883946,0.827706984319865,0.6036917807476783,0.4485084946863873,lung,RES vs NONRES,RES
total_clustering_cnv_del_,2.243960548195479,0.14198774703963402,0.09269206779011946,0.7647064240112037,lung,RES vs NONRES,RES
frac_clustering_cnv_del__0_621158,0.042667054722090564,0.8374013245084704,0.04906196251030463,0.8275058330603448,lung,RES vs NONRES,RES
frac_clustering_cnv_del__621158_6932368,0.5665800257686949,0.45602837456106005,0.33594655612464,0.5702503550532754,lung,RES vs NONRES,RES
frac_clustering_cnv_del__6932368_43905417,0.3981148825947707,0.5316534021527115,0.4047471257214881,0.5336436822078272,lung,RES vs NONRES,RES
frac_clustering_cnv_del__43905417_inf,0.39873671054120996,0.5313346513272148,0.5480414362418263,0.4698438836242681,lung,RES vs NONRES,RES
clustering_cnv_dip__0_inf,1.9437959466396606,0.17095356958870106,0.05068094912828618,0.8247326899890283,lung,RES vs NONRES,RES
total_clustering_cnv_dip_,1.9437959466396606,0.17095356958870106,0.05068094912828618,0.8247326899890283,lung,RES vs NONRES,RES
frac_clustering_cnv_dip__0_inf,,,,,lung,RES vs NONRES,RES
clustering_cnv_dup__0_428381,0.8958520313901164,0.3495793861930542,0.9475336768612603,0.34483552451938837,lung,RES vs NONRES,RES
clustering_cnv_dup__428381_4542411,1.7313558003800833,0.19572958352827052,0.4116171348584263,0.5302343447379514,lung,RES vs NONRES,RES
clustering_cnv_dup__4542411_28964452,1.6000528891990653,0.21321568816000386,0.2391488854012144,0.6314573523374429,lung,RES vs NONRES,RES
clustering_cnv_dup__28964452_inf,0.03211708136023171,0.85867564761574,0.21386800334168815,0.6499792245350686,lung,RES vs NONRES,RES
total_clustering_cnv_dup_,1.4768368087783232,0.23139460179807286,0.5858819526704374,0.4551594959558628,lung,RES vs NONRES,RES
frac_clustering_cnv_dup__0_428381,0.9680630425921267,0.3310778958639343,2.7056198101392575,0.11949570008180109,lung,RES vs NONRES,RES
frac_clustering_cnv_dup__428381_4542411,0.060971904759002694,0.8062292986364237,0.3952938078866629,0.5384027781868066,lung,RES vs NONRES,RES
frac_clustering_cnv_dup__4542411_28964452,0.13038868868936737,0.7199296075498809,0.005796415417049268,0.9402562045298153,lung,RES vs NONRES,RES
frac_clustering_cnv_dup__28964452_inf,0.4790357886785393,0.4928578167730542,0.07306075652147626,0.7903868953509269,lung,RES vs NONRES,RES
clustering_sv_inv__0_inf,3.0606853022980234,0.08787742419190514,0.21746625076878268,0.6472633734353243,lung,RES vs NONRES,RES
total_clustering_sv_inv_,3.0606853022980234,0.08787742419190514,0.21746625076878268,0.6472633734353243,lung,RES vs NONRES,RES
frac_clustering_sv_inv__0_inf,0.48119773671827787,0.4918892222128126,1.9379379379379333,0.18294142203844563,lung,RES vs NONRES,RES
clustering_sv_del__0_inf,1.8611544472419148,0.1801187188924935,0.6203458921998689,0.44243116599884724,lung,RES vs NONRES,RES
total_clustering_sv_del_,1.8611544472419148,0.1801187188924935,0.6203458921998689,0.44243116599884724,lung,RES vs NONRES,RES
frac_clustering_sv_del__0_inf,0.48119773671827787,0.4918892222128126,1.9379379379379333,0.18294142203844563,lung,RES vs NONRES,RES
clustering_sv_dup__0_181164,0.9656153757513661,0.3316827293170449,0.5964304425177345,0.45120088570257755,lung,RES vs NONRES,RES
clustering_sv_dup__181164_2519422,2.582439829513514,0.1159213575737007,0.3050032169611666,0.588395062783287,lung,RES vs NONRES,RES
clustering_sv_dup__2519422_inf,1.0152707917681227,0.31970009000011246,0.5247762798035263,0.4792713300213052,lung,RES vs NONRES,RES
total_clustering_sv_dup_,1.770210783461098,0.19089172969462428,0.016031949867866893,0.9008208022205257,lung,RES vs NONRES,RES
frac_clustering_sv_dup__0_181164,1.3309678768569277,0.25548009638764607,0.1534395954056632,0.70043766792618,lung,RES vs NONRES,RES
frac_clustering_sv_dup__181164_2519422,1.101305317976072,0.3002792737723898,1.788660894851054,0.19979212871783478,lung,RES vs NONRES,RES
frac_clustering_sv_dup__2519422_inf,0.8169489236669445,0.3714852550166834,1.890381605605318,0.18810828303567975,lung,RES vs NONRES,RES
supervised_cnv_del__3767_220678,6.29632027374216,0.016250339426356734,0.00038817803785649825,0.9845245161801088,lung,RES vs NONRES,RES
supervised_cnv_del__969609_8140981,1.6982385241922833,0.1999703274387152,0.13382417633303167,0.7192911385204798,lung,RES vs NONRES,RES
supervised_cnv_del__8140981_inf,0.16334616691966186,0.6882471724145474,0.13088759700211358,0.7222470721040068,lung,RES vs NONRES,RES
total_supervised_cnv_del_,2.243960548195479,0.14198774703963402,0.09269206779011946,0.7647064240112037,lung,RES vs NONRES,RES
frac_supervised_cnv_del__3767_220678,0.040574404498938996,0.8413825260647737,0.11236130387737842,0.7418263300074376,lung,RES vs NONRES,RES
frac_supervised_cnv_del__969609_8140981,0.8462175874907215,0.3631391543651573,0.3799841649713421,0.5462830033406549,lung,RES vs NONRES,RES
frac_supervised_cnv_del__8140981_inf,0.5064997579705249,0.4807883005454874,0.026169487203131267,0.8735122917142282,lung,RES vs NONRES,RES
supervised_cnv_dip__0_33070,1.3678936935107395,0.24909627475084123,3.673469387755102,0.07332323360036835,lung,RES vs NONRES,RES
supervised_cnv_dip__33070_91037,4.357077142654952,0.04327086581648957,0.22085909721709165,0.6447277104172842,lung,RES vs NONRES,RES
supervised_cnv_dip__91037_131565,0.28871142694794255,0.5940241910130031,0.4336917562724005,0.5195479561480136,lung,RES vs NONRES,RES
supervised_cnv_dip__131565_144251,0.1016041813611159,0.7515715285189669,0.023013304566702544,0.8813188149419093,lung,RES vs NONRES,RES
supervised_cnv_dip__144251_250612,8.705088722686622,0.005282933681856333,0.3353185567221323,0.5706072333097552,lung,RES vs NONRES,RES
supervised_cnv_dip__250612_330327,0.07179273748830402,0.7901211333442203,0.643707756678468,0.4341272371037296,lung,RES vs NONRES,RES
supervised_cnv_dip__330327_629227,6.105460685505934,0.01783441834363372,0.016858464628501876,0.8983112168706372,lung,RES vs NONRES,RES
supervised_cnv_dip__629227_909347,0.05657774920992239,0.8132033080971903,0.6811468288444816,0.42132754746203027,lung,RES vs NONRES,RES
supervised_cnv_dip__909347_997034,4.890746060764335,0.03277810438258053,0.042127435492363446,0.8399655648823119,lung,RES vs NONRES,RES
supervised_cnv_dip__997034_1093177,1.1370982813397643,0.2926605243677313,0.4069952305246408,0.5325235289470961,lung,RES vs NONRES,RES
supervised_cnv_dip__1093177_1579838,8.748992760770195,0.00517984297006458,0.03860538062492372,0.8467064903074848,lung,RES vs NONRES,RES
supervised_cnv_dip__1579838_1899212,0.16004813477737226,0.6912407373606954,0.0006324360646638553,0.9802476721309762,lung,RES vs NONRES,RES
supervised_cnv_dip__1899212_3299564,3.1986702001084164,0.08127420746836207,0.027505636157067744,0.8703539471361613,lung,RES vs NONRES,RES
supervised_cnv_dip__3299564_3966592,0.5102206607690142,0.47919123099697813,0.03709648653468798,0.8496922071514147,lung,RES vs NONRES,RES
supervised_cnv_dip__3966592_5228282,0.38550312487176663,0.5381947926930889,0.019137807786765906,0.8916982677125227,lung,RES vs NONRES,RES
supervised_cnv_dip__5228282_6285212,2.85080555183648,0.09911091160506452,0.06798923838978002,0.7976134819389009,lung,RES vs NONRES,RES
supervised_cnv_dip__6285212_6891289,0.2708496103531843,0.6056313163413004,0.995850622406639,0.3331704629006437,lung,RES vs NONRES,RES
supervised_cnv_dip__6891289_11972460,1.7242651422654516,0.19662833642077074,0.5042311059235498,0.48786816539714717,lung,RES vs NONRES,RES
supervised_cnv_dip__11972460_inf,0.5106833282258739,0.4789932643508842,0.012291869038617802,0.9130992974567574,lung,RES vs NONRES,RES
total_supervised_cnv_dip_,1.9437959466396606,0.17095356958870106,0.05068094912828618,0.8247326899890283,lung,RES vs NONRES,RES
frac_supervised_cnv_dip__0_33070,0.4200652485003033,0.5206077993548015,1.0764741632948782,0.3149143645978862,lung,RES vs NONRES,RES
frac_supervised_cnv_dip__33070_91037,0.6365489181646724,0.4296744723118836,0.18168998658611013,0.6756041064509217,lung,RES vs NONRES,RES
frac_supervised_cnv_dip__91037_131565,0.301991228224969,0.5856920743465021,0.011992318164870844,0.9141601631322727,lung,RES vs NONRES,RES
frac_supervised_cnv_dip__131565_144251,0.5227866395655194,0.4738622784563775,0.43408388561389644,0.5193617061032054,lung,RES vs NONRES,RES
frac_supervised_cnv_dip__144251_250612,3.7057638895558176,0.06135666171069245,0.0858031259830228,0.7733468514597632,lung,RES vs NONRES,RES
frac_supervised_cnv_dip__250612_330327,1.6336656946940502,0.2085642089648279,0.420940253202955,0.5256719619911712,lung,RES vs NONRES,RES
frac_supervised_cnv_dip__330327_629227,3.680388883153477,0.062213075918604886,1.8711750585083842,0.19024697963269602,lung,RES vs NONRES,RES
frac_supervised_cnv_dip__629227_909347,0.4361675100761849,0.5127636489522884,0.6701090937438867,0.425038469862269,lung,RES vs NONRES,RES
frac_supervised_cnv_dip__909347_997034,1.5283238444918805,0.22357455546982102,0.14663428890852184,0.7068122726092265,lung,RES vs NONRES,RES
frac_supervised_cnv_dip__997034_1093177,3.822226346725787,0.05758971415594453,1.9237684654304275,0.18446204637436805,lung,RES vs NONRES,RES
frac_supervised_cnv_dip__1093177_1579838,7.195535962960105,0.01057278204982576,0.3648047901704869,0.5543178326515492,lung,RES vs NONRES,RES
frac_supervised_cnv_dip__1579838_1899212,2.381924053759096,0.13062163913957583,0.16912321985047649,0.6863479316865,lung,RES vs NONRES,RES
frac_supervised_cnv_dip__1899212_3299564,2.4745024995825116,0.12358348733495214,0.4174540078975597,0.5273694520414673,lung,RES vs NONRES,RES
frac_supervised_cnv_dip__3299564_3966592,0.19662090135488658,0.6598515215536519,0.0016984758506879665,0.9676363353690264,lung,RES vs NONRES,RES
frac_supervised_cnv_dip__3966592_5228282,0.09117825443406981,0.7642490199931311,0.2068376302634919,0.6553673086169315,lung,RES vs NONRES,RES
frac_supervised_cnv_dip__5228282_6285212,0.9345274563235073,0.3394980554375149,0.8356201867897582,0.3742229248664177,lung,RES vs NONRES,RES
frac_supervised_cnv_dip__6285212_6891289,0.32531196305819404,0.5716228817472976,0.4739701853031909,0.5010274296625816,lung,RES vs NONRES,RES
frac_supervised_cnv_dip__6891289_11972460,0.15408543685283635,0.6967453611116621,1.1672506675903287,0.29598375520407433,lung,RES vs NONRES,RES
frac_supervised_cnv_dip__11972460_inf,5.11725050676232,0.029192925859119277,0.157197794922433,0.6969874754904424,lung,RES vs NONRES,RES
supervised_cnv_dup__0_18533,3.8447354612289977,0.056891531439538685,0.728624535315986,0.4059278606850555,lung,RES vs NONRES,RES
supervised_cnv_dup__18533_26957,0.006322715342791499,0.9370190875210477,0.11504325356701453,0.7388848740294991,lung,RES vs NONRES,RES
supervised_cnv_dup__26957_47289,1.9485611759070725,0.17044221241854754,1.3172625320663258,0.2679559518096079,lung,RES vs NONRES,RES
supervised_cnv_dup__47289_232458,0.4162344450487104,0.5225055294883866,0.677160367011355,0.42266190978284834,lung,RES vs NONRES,RES
supervised_cnv_dup__232458_280355,4.699148448689582,0.03618579278939299,0.5890308039068377,0.4539718550480748,lung,RES vs NONRES,RES
supervised_cnv_dup__280355_407787,0.01033041264544125,0.9195513047871807,1.1138666645180864,0.30691966336195414,lung,RES vs NONRES,RES
supervised_cnv_dup__407787_862751,1.6650311818142327,0.2043349131321894,0.31493581841369506,0.582442312131258,lung,RES vs NONRES,RES
supervised_cnv_dup__862751_1040515,0.3460566390123365,0.5596610022629767,0.053148939054978604,0.820593653401184,lung,RES vs NONRES,RES
supervised_cnv_dup__1040515_2417582,2.432053827567822,0.12675491459861232,0.5198709164051103,0.4813001664284018,lung,RES vs NONRES,RES
supervised_cnv_dup__2417582_3202031,0.16154937274274464,0.6898736780874853,1.2843516616506643,0.2737882359023666,lung,RES vs NONRES,RES
supervised_cnv_dup__3202031_5114848,2.46989186335324,0.12392350260002871,0.1891118889036581,0.6694653105904016,lung,RES vs NONRES,RES
supervised_cnv_dup__5114848_5617126,1.4321357285429146,0.23846114317186112,0.4350453172205435,0.5189055693642748,lung,RES vs NONRES,RES
supervised_cnv_dup__5617126_10821419,3.0124205022596553,0.0903277152846687,0.25667351129363447,0.6193248225913056,lung,RES vs NONRES,RES
supervised_cnv_dup__10821419_22894741,0.5501554573719484,0.46258722156235077,0.14347054821425917,0.7098340232533162,lung,RES vs NONRES,RES
supervised_cnv_dup__22894741_25143005,2.3516713171885586,0.13302099132910777,0.3888888888888888,0.5416730300007528,lung,RES vs NONRES,RES
supervised_cnv_dup__25143005_58418462,0.03762072608512437,0.8471883791736798,0.0008441489922978122,0.9771806512737441,lung,RES vs NONRES,RES
supervised_cnv_dup__58418462_64155155,8.69747899159664,0.005301023130037545,0.5374677002583986,0.4740892611952031,lung,RES vs NONRES,RES
supervised_cnv_dup__64155155_inf,0.045941819567553055,0.8313705463347231,0.7165890361877463,0.409748043143086,lung,RES vs NONRES,RES
total_supervised_cnv_dup_,1.4768368087783232,0.23139460179807286,0.5858819526704374,0.4551594959558628,lung,RES vs NONRES,RES
frac_supervised_cnv_dup__0_18533,1.0306498238497033,0.31610774295371596,1.85730942450414,0.191810020922493,lung,RES vs NONRES,RES
frac_supervised_cnv_dup__18533_26957,1.520103493252568,0.2248009079997326,1.001308169193172,0.3318882854965802,lung,RES vs NONRES,RES
